_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_Specific,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_Specific,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,1,0,0,1,0,0,0,-2.2,0,0,-2.5,C0392885,M0001001,2,0,DisGeNET,35,High density lipoprotein measurement,,-2.5,3,3.5,30304,545,168,9,5.4,1.7,3479|4854|6095|6256|7068|8631|11174|55553|55959,IGF1|NOTCH3|RORA|RXRA|THRB|SKAP1|ADAMTS6|SOX6|SULF2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0869220,M0000001,1,0,DisGeNET,35,"Adverse effects, not elsewhere classified",,-2.4,9.8,4.9,30304,55,168,3,1.8,1,864|2113|9580,RUNX3|ETS1|SOX13,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1389016,M0000001,1,0,DisGeNET,35,ATRIOVENTRICULAR CANAL DEFECT,,-2.4,9.8,4.9,30304,55,168,3,1.8,1,6573|7026|55636,SLC19A1|NR2F2|CHD7,-1.1,0
1,0,0,0,0,0,1,-2.4,0,0,0,0,0,-2.3,C0005283,M1000001,2,0,DisGeNET,35,beta Thalassemia,,-2.4,9.8,4.9,30304,197,47,3,6.4,3.6,3119|57713|57817,HLA-DQB1|SFMBT2|HAMP,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0162311,M0000001,1,0,DisGeNET,35,Androgenetic Alopecia,,-2.4,6.4,4.3,30304,112,168,4,2.4,1.2,1879|3479|4983|9734,EBF1|IGF1|OPHN1|HDAC9,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C2607914,M0000001,1,0,DisGeNET,35,Allergic rhinitis (disorder),,-2.4,3.2,3.6,30304,446,168,8,4.8,1.6,639|1523|2113|3909|4773|6095|6863|63976,PRDM1|CUX1|ETS1|LAMA3|NFATC2|RORA|TAC1|PRDM16,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C0742343,M1000000,1,0,DisGeNET,35,Acute Chest Syndrome,,-2.4,6.4,4.3,30304,405,47,4,8.5,4.1,6404|11213|23659|57817,SELPLG|IRAK3|PLA2G15|HAMP,-1.1,0
1,0,0,1,0,0,0,-2.2,0,0,-2.4,0,0,0,C0008312,M1001000,2,0,DisGeNET,35,Primary biliary cirrhosis,,-2.4,6.3,4.3,30304,478,40,4,10,4.7,942|4055|6672|50615,CD86|LTBR|SP100|IL21R,-1.1,0
0,0,0,0,1,0,0,0,0,0,0,-2.4,0,0,C0205699,M0000100,1,0,DisGeNET,35,Carcinomatosis,,-2.4,9.8,4.9,30304,186,50,3,6,3.4,2100|4254|50486,ESR2|KITLG|G0S2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0346153,M0000001,1,0,DisGeNET,35,"Breast Cancer, Familial",,-2.4,4.9,4,30304,183,168,5,3,1.3,2296|3479|5793|11214|27324,FOXC1|IGF1|PTPRG|AKAP13|TOX3,-1.1,0
1,0,0,0,0,0,1,-2.4,0,0,0,0,0,-2.1,C2936719,M1000001,2,0,DisGeNET,35,Mechanical Allodynia,,-2.4,6.3,4.3,30304,408,47,4,8.5,4.1,409|4988|5293|7100,ARRB2|OPRM1|PIK3CD|TLR5,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0240310,M0000001,1,0,DisGeNET,35,Hypoplasia of the maxilla,,-2.4,6.4,4.3,30304,113,168,4,2.4,1.2,860|1301|2296|9935,RUNX2|COL11A1|FOXC1|MAFB,-1.1,0
0,1,0,0,0,0,0,0,-2.4,0,0,0,0,0,C0563625,M0100000,1,0,DisGeNET,35,Agnosia for Pain,,-2.4,9.7,4.9,30304,204,46,3,6.5,3.6,1371|1392|5125,CPOX|CRH|PCSK5,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0206093,M0000001,1,0,DisGeNET,35,Neuroectodermal Tumors,,-2.4,9.7,4.8,30304,56,168,3,1.8,1,3479|7857|10215,IGF1|SCG2|OLIG2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0278694,M0000001,1,0,DisGeNET,35,Disseminated neuroblastoma,,-2.4,9.7,4.8,30304,56,168,3,1.8,1,1902|5629|6863,LPAR1|PROX1|TAC1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0340100,M0000001,1,0,DisGeNET,35,High altitude pulmonary edema,,-2.4,9.7,4.8,30304,56,168,3,1.8,1,2034|4306|7450,EPAS1|NR3C2|VWF,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1836195,M0000001,1,0,DisGeNET,35,Short toe,,-2.4,9.7,4.8,30304,56,168,3,1.8,1,658|5745|55636,BMPR1B|PTH1R|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1839333,M0000001,1,0,DisGeNET,35,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2",,-2.4,9.7,4.8,30304,56,168,3,1.8,1,3479|3786|170302,IGF1|KCNQ3|ARX,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C4316870,M0000001,1,0,DisGeNET,35,Abnormality of the eye,,-2.4,9.7,4.8,30304,56,168,3,1.8,1,3909|4854|5396,LAMA3|NOTCH3|PRRX1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0019158,M0000001,1,0,DisGeNET,35,Hepatitis,,-2.4,2.7,3.4,30304,656,168,10,6,1.8,1523|2567|3479|3663|4306|6925|7942|26040|30009|169792,CUX1|GABRG3|IGF1|IRF5|NR3C2|TCF4|TFEB|SETBP1|TBX21|GLIS3,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0026277,M0000001,1,0,DisGeNET,35,Mixed Salivary Gland Tumor,,-2.4,4.9,3.9,30304,185,168,5,3,1.3,864|2321|3479|4602|6663,RUNX3|FLT1|IGF1|MYB|SOX10,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1266042,M0000001,1,0,DisGeNET,35,Chromophobe Renal Cell Carcinoma,,-2.4,4.9,3.9,30304,185,168,5,3,1.3,2034|2321|9745|11214|57801,EPAS1|FLT1|ZNF536|AKAP13|HES4,-1.1,0
0,0,1,0,0,0,0,0,0,-2.4,0,0,0,0,C0013362,M0010000,1,0,DisGeNET,35,Dysarthria,,-2.4,6.2,4.2,30304,487,40,4,10,4.7,6663|55636|84504|84668,SOX10|CHD7|NKX6-2|HYCC1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1314691,M0000001,1,0,DisGeNET,35,Age at menarche,,-2.4,4.1,3.7,30304,267,168,6,3.6,1.4,2322|6095|6660|6925|7068|55959,FLT3|RORA|SOX5|TCF4|THRB|SULF2,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C0028756,M1000000,1,0,DisGeNET,35,"Obesity, Morbid",,-2.4,9.5,4.8,30304,203,47,3,6.4,3.6,4988|5467|57817,OPRM1|PPARD|HAMP,-1.1,0
0,0,0,1,0,0,0,0,0,0,-2.4,0,0,0,C0023524,M0001000,1,0,DisGeNET,35,"Leukoencephalopathy, Progressive Multifocal",,-2.4,9.5,4.8,30304,240,40,3,7.5,4.2,1051|6672|29760,CEBPB|SP100|BLNK,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0431659,M0000001,1,0,DisGeNET,35,Hypoplasia of scrotum,,-2.4,9.5,4.8,30304,57,168,3,1.8,1,4983|26040|55636,OPHN1|SETBP1|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1862863,M0000001,1,0,DisGeNET,35,Sparse body hair,,-2.4,9.5,4.8,30304,57,168,3,1.8,1,3909|54345|55636,LAMA3|SOX18|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1866730,M0000001,1,0,DisGeNET,35,Rhizomelia,,-2.4,9.5,4.8,30304,57,168,3,1.8,1,1301|5745|10082,COL11A1|PTH1R|GPC6,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C3837958,M0000001,1,0,DisGeNET,35,"Diabetes Mellitus, Ketosis-Prone",,-2.4,9.5,4.8,30304,57,168,3,1.8,1,2572|3479|169792,GAD2|IGF1|GLIS3,-1.1,0
0,1,0,0,0,0,0,0,-2.4,0,0,0,0,0,C0270824,M0100000,1,0,DisGeNET,35,Visual seizure,,-2.4,9.5,4.8,30304,209,46,3,6.5,3.6,590|1392|5803,BCHE|CRH|PTPRZ1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0042580,M0000001,1,0,DisGeNET,35,Vesico-Ureteral Reflux,,-2.4,4.8,3.9,30304,187,168,5,3,1.3,2018|5080|5915|55636|64321,EMX2|PAX6|RARB|CHD7|SOX17,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0543888,M0000001,1,0,DisGeNET,35,Epileptic encephalopathy,,-2.4,4.8,3.9,30304,187,168,5,3,1.3,3786|4208|6660|53335|170302,KCNQ3|MEF2C|SOX5|BCL11A|ARX,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C1328504,M1000000,1,0,DisGeNET,35,Hormone refractory prostate cancer,,-2.4,4.7,3.9,30304,683,47,5,11,4.5,860|5293|6195|7462|11309,RUNX2|PIK3CD|RPS6KA1|LAT2|SLCO2B1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0005587,M0000001,1,0,DisGeNET,35,"Depression, Bipolar",,-2.4,6.2,4.2,30304,116,168,4,2.4,1.2,1523|2572|6863|26011,CUX1|GAD2|TAC1|TENM4,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C4721806,M0000001,1,0,DisGeNET,35,"Carcinoma, Basal Cell",,-2.4,2.9,3.4,30304,557,168,9,5.4,1.7,794|860|864|2321|4602|5788|5915|6663|6863,CALB2|RUNX2|RUNX3|FLT1|MYB|PTPRC|RARB|SOX10|TAC1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0008313,M0000001,1,0,DisGeNET,35,"Cholangitis, Sclerosing",,-2.4,4.8,3.9,30304,188,168,5,3,1.3,639|1390|2113|6925|30820,PRDM1|CREM|ETS1|TCF4|KCNIP1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0221505,M0000001,1,0,DisGeNET,35,Lesion of brain,,-2.4,4.8,3.9,30304,188,168,5,3,1.3,639|2321|3479|4155|4854,PRDM1|FLT1|IGF1|MBP|NOTCH3,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0243038,M0000001,1,0,DisGeNET,35,"Carcinoma, Lewis Lung",,-2.4,4.8,3.9,30304,188,168,5,3,1.3,1462|2034|2321|2322|6935,VCAN|EPAS1|FLT1|FLT3|ZEB1,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C0020615,M1000000,1,0,DisGeNET,35,Hypoglycemia,,-2.4,6.1,4.2,30304,420,47,4,8.5,4.1,2710|5293|5467|6850,GK|PIK3CD|PPARD|SYK,-1.1,0
1,0,0,0,0,0,1,-2.4,0,0,0,0,0,-2.3,C0242383,M1000001,2,0,DisGeNET,35,Age related macular degeneration,,-2.4,4.7,3.9,30304,685,47,5,11,4.5,1730|3119|5293|5467|57817,DIAPH2|HLA-DQB1|PIK3CD|PPARD|HAMP,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C0009447,M1000000,1,0,DisGeNET,35,Common Variable Immunodeficiency,,-2.4,9.3,4.7,30304,207,47,3,6.4,3.6,3119|5293|10320,HLA-DQB1|PIK3CD|IKZF1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0023492,M0000001,1,0,DisGeNET,35,"Leukemia, T-Cell",,-2.4,3.2,3.5,30304,457,168,8,4.8,1.6,1523|2078|3727|4208|4602|4854|6886|6935,CUX1|ERG|JUND|MEF2C|MYB|NOTCH3|TAL1|ZEB1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0346989,M0000001,1,0,DisGeNET,35,Secondary malignant neoplasm of peritoneum,,-2.4,9.3,4.7,30304,58,168,3,1.8,1,864|1462|2321,RUNX3|VCAN|FLT1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1260873,M0000001,1,0,DisGeNET,35,Aortic valve disorder,,-2.4,9.3,4.7,30304,58,168,3,1.8,1,860|2296|3516,RUNX2|FOXC1|RBPJ,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C3553450,M0000001,1,0,DisGeNET,35,Profound global developmental delay,,-2.4,9.3,4.7,30304,58,168,3,1.8,1,26040|53335|170302,SETBP1|BCL11A|ARX,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C4551583,M0000001,1,0,DisGeNET,35,Cerebral cortical atrophy,,-2.4,4,3.7,30304,271,168,6,3.6,1.4,2018|4854|4983|26040|63976|170302,EMX2|NOTCH3|OPHN1|SETBP1|PRDM16|ARX,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0751494,M0000001,1,0,DisGeNET,35,Convulsive Seizures,,-2.4,6.2,4.2,30304,117,168,4,2.4,1.2,2078|2572|6925|54886,ERG|GAD2|TCF4|PLPPR1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0025500,M0000001,1,0,DisGeNET,35,Mesothelioma,,-2.4,2.9,3.4,30304,560,168,9,5.4,1.7,794|1462|2308|2321|3479|6573|6935|9734|9839,CALB2|VCAN|FOXO1|FLT1|IGF1|SLC19A1|ZEB1|HDAC9|ZEB2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0454644,M0000001,1,0,DisGeNET,35,Delayed speech and language development,,-2.4,2.9,3.4,30304,560,168,9,5.4,1.7,658|3786|4208|4983|6095|6660|7068|93986|170302,BMPR1B|KCNQ3|MEF2C|OPHN1|RORA|SOX5|THRB|FOXP2|ARX,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0016529,M0000001,1,0,DisGeNET,35,Forced expiratory volume function,,-2.4,4,3.7,30304,272,168,6,3.6,1.4,1879|2122|3479|5915|56853|169792,EBF1|MECOM|IGF1|RARB|CELF4|GLIS3,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C0153452,M1000000,1,0,DisGeNET,35,Malignant neoplasm of gallbladder,,-2.4,6.1,4.1,30304,425,47,4,8.5,4.1,2651|5293|7903|8935,GCNT2|PIK3CD|ST8SIA4|SKAP2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1654637,M0000001,1,0,DisGeNET,35,androgen independent prostate cancer,,-2.4,4.7,3.9,30304,190,168,5,3,1.3,860|2078|3727|4208|63976,RUNX2|ERG|JUND|MEF2C|PRDM16,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C4082937,M1000000,1,0,DisGeNET,35,Necrotizing enterocolitis in fetus OR newborn,,-2.4,9.2,4.7,30304,210,47,3,6.4,3.6,409|5293|11213,ARRB2|PIK3CD|IRAK3,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0037286,M0000001,1,0,DisGeNET,35,Skin Neoplasms,,-2.4,3.5,3.5,30304,363,168,7,4.2,1.5,864|1462|2321|3479|4602|4854|6663,RUNX3|VCAN|FLT1|IGF1|MYB|NOTCH3|SOX10,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C3839280,M0000001,1,0,DisGeNET,35,High grade serous carcinoma,,-2.4,6.1,4.2,30304,118,168,4,2.4,1.2,794|1902|5337|6938,CALB2|LPAR1|PLD1|TCF12,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C1176475,M0000001,1,0,DisGeNET,35,Ductal Carcinoma,,-2.4,4,3.7,30304,273,168,6,3.6,1.4,864|2113|2321|3663|6663|80760,RUNX3|ETS1|FLT1|IRF5|SOX10|ITIH5,-1.1,0
1,0,0,0,0,0,1,-2.4,0,0,0,0,0,-2.3,C0002726,M1000001,2,0,DisGeNET,35,Amyloidosis,,-2.4,4.6,3.8,30304,694,47,5,11,4.5,712|5293|5467|6404|7100,C1QA|PIK3CD|PPARD|SELPLG|TLR5,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0037284,M0000001,1,0,DisGeNET,35,Skin lesion,,-2.4,2.9,3.4,30304,563,168,9,5.4,1.7,2113|2322|3479|4602|5788|5966|6863|6925|26040,ETS1|FLT3|IGF1|MYB|PTPRC|REL|TAC1|TCF4|SETBP1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0030486,M0000001,1,0,DisGeNET,35,Paraplegia,,-2.4,9.2,4.7,30304,59,168,3,1.8,1,4155|6663|55636,MBP|SOX10|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0206138,M0000001,1,0,DisGeNET,35,CREST Syndrome,,-2.4,9.2,4.7,30304,59,168,3,1.8,1,3663|6660|6663,IRF5|SOX5|SOX10,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0206762,M0000001,1,0,DisGeNET,35,"Limb Deformities, Congenital",,-2.4,9.2,4.7,30304,59,168,3,1.8,1,658|6926|10082,BMPR1B|TBX3|GPC6,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C3494422,M0000001,1,0,DisGeNET,35,Retrognathia,,-2.4,4.7,3.9,30304,191,168,5,3,1.3,5396|5915|9839|26040|53335,PRRX1|RARB|ZEB2|SETBP1|BCL11A,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0149782,M0000001,1,0,DisGeNET,35,Squamous cell carcinoma of lung,,-2.4,2.7,3.3,30304,670,168,10,6,1.8,2034|5915|6935|7068|9839|26468|53335|54345|64321|81704,EPAS1|RARB|ZEB1|THRB|ZEB2|LHX6|BCL11A|SOX18|SOX17|DOCK8,-1.1,0
1,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,C1848701,M1000000,1,0,DisGeNET,35,Elevated hepatic transaminase,,-2.4,9.1,4.7,30304,212,47,3,6.4,3.6,3119|10320|57817,HLA-DQB1|IKZF1|HAMP,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0039685,M0000001,1,0,DisGeNET,35,Tetralogy of Fallot,,-2.4,3.9,3.7,30304,274,168,6,3.6,1.4,2296|3516|6256|7026|55636|63976,FOXC1|RBPJ|RXRA|NR2F2|CHD7|PRDM16,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0158646,M0000001,1,0,DisGeNET,35,Cleft palate with cleft lip,,-2.4,6.1,4.1,30304,119,168,4,2.4,1.2,1745|6573|9935|55636,DLX1|SLC19A1|MAFB|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0162701,M0000001,1,0,DisGeNET,35,Polysomnography,,-2.4,6.1,4.1,30304,119,168,4,2.4,1.2,9037|10082|26011|116328,SEMA5A|GPC6|TENM4|C8orf34,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,C0009952,M0000001,1,0,DisGeNET,35,Febrile Convulsions,,-2.4,4.7,3.8,30304,192,168,5,3,1.3,794|3786|4208|7450|170302,CALB2|KCNQ3|MEF2C|VWF|ARX,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0022680,M0000001,1,0,DisGeNET,35,Polycystic Kidney Diseases,,-2.3,3.9,3.6,30304,276,168,6,3.6,1.4,1523|2034|3479|3727|4854|169792,CUX1|EPAS1|IGF1|JUND|NOTCH3|GLIS3,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0020302,M0000001,1,0,DisGeNET,35,Hydrophthalmos,,-2.3,9,4.6,30304,60,168,3,1.8,1,2296|5080|169792,FOXC1|PAX6|GLIS3,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0021775,M0000001,1,0,DisGeNET,35,Intermittent Claudication,,-2.3,9,4.6,30304,60,168,3,1.8,1,1462|2034|4810,VCAN|EPAS1|NHS,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0426817,M0000001,1,0,DisGeNET,35,Short ribs,,-2.3,9,4.6,30304,60,168,3,1.8,1,860|1301|5745,RUNX2|COL11A1|PTH1R,-1.1,0
1,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C3241937,M1000000,1,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-2.3,5.9,4.1,30304,434,47,4,8.5,4.1,5293|5467|6850|57817,PIK3CD|PPARD|SYK|HAMP,-1.1,0
0,0,0,0,1,1,0,0,0,0,0,-2,-2.3,0,C0751690,M0000110,2,0,DisGeNET,35,Malignant Peripheral Nerve Sheath Tumor,,-2.3,8.9,4.6,30304,261,39,3,7.7,4.3,1267|2070|4601,CNP|EYA4|MXI1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C1859778,M0000001,1,0,DisGeNET,35,Postnatal growth retardation,,-2.3,6,4.1,30304,121,168,4,2.4,1.2,5456|6925|26040|55636,POU3F4|TCF4|SETBP1|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0026691,M0000001,1,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-2.3,3.4,3.5,30304,370,168,7,4.2,1.5,2321|4773|6863|6935|7450|26040|116443,FLT1|NFATC2|TAC1|ZEB1|VWF|SETBP1|GRIN3A,-1.1,0
1,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C0948089,M1000000,1,0,DisGeNET,35,Acute Coronary Syndrome,,-2.3,5.9,4.1,30304,439,47,4,8.5,4.1,397|6404|23659|57817,ARHGDIB|SELPLG|PLA2G15|HAMP,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C1321551,M0000001,1,0,DisGeNET,35,Shprintzen-Goldberg syndrome,,-2.3,8.9,4.6,30304,61,168,3,1.8,1,6926|26040|55636,TBX3|SETBP1|CHD7,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0334299,M0000001,1,0,DisGeNET,35,Carcinoid tumor no ICD-O subtype,,-2.3,5.9,4.1,30304,122,168,4,2.4,1.2,2113|3479|3727|6863,ETS1|IGF1|JUND|TAC1,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C1318544,M0000001,1,0,DisGeNET,35,M5b Acute differentiated monocytic leukemia,,-2.3,5.9,4.1,30304,122,168,4,2.4,1.2,2078|2113|2322|6095,ERG|ETS1|FLT3|RORA,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0013170,M0000001,1,0,DisGeNET,35,Drug habituation,,-2.3,4.6,3.8,30304,196,168,5,3,1.3,1523|5137|6925|79750|167465,CUX1|PDE1C|TCF4|ZNF385D|ZNF366,-1.1,0
1,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C0853897,M1000000,1,0,DisGeNET,35,Diabetic Cardiomyopathies,,-2.3,8.8,4.6,30304,220,47,3,6.4,3.6,5293|6195|6850,PIK3CD|RPS6KA1|SYK,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0345905,M0000001,1,0,DisGeNET,35,Intrahepatic Cholangiocarcinoma,,-2.3,3.1,3.4,30304,470,168,8,4.8,1.6,864|2122|3479|3782|6926|9734|9839|56934,RUNX3|MECOM|IGF1|KCNN3|TBX3|HDAC9|ZEB2|CA10,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C1527304,M0000001,1,0,DisGeNET,35,Allergic Reaction,,-2.3,4.6,3.8,30304,197,168,5,3,1.3,864|2308|4773|6095|6863,RUNX3|FOXO1|NFATC2|RORA|TAC1,-1,0
1,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C0013404,M1000000,1,0,DisGeNET,35,Dyspnea,,-2.3,8.7,4.5,30304,222,47,3,6.4,3.6,409|712|10320,ARRB2|C1QA|IKZF1,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C1836735,M0000001,1,0,DisGeNET,35,hypopigmented skin patch,,-2.3,5.9,4,30304,123,168,4,2.4,1.2,3663|6663|6925|9935,IRF5|SOX10|TCF4|MAFB,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C3805574,M0000001,1,0,DisGeNET,35,Increased fracture rate,,-2.3,5.9,4,30304,123,168,4,2.4,1.2,860|6663|9037|55636,RUNX2|SOX10|SEMA5A|CHD7,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0042974,M0000001,1,0,DisGeNET,35,von Willebrand Disease,,-2.3,8.7,4.5,30304,62,168,3,1.8,1,3516|7450|80760,RBPJ|VWF|ITIH5,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0751122,M0000001,1,0,DisGeNET,35,Infantile Severe Myoclonic Epilepsy,,-2.3,8.7,4.5,30304,62,168,3,1.8,1,3479|3786|170302,IGF1|KCNQ3|ARX,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C3888088,M0000001,1,0,DisGeNET,35,SMITH-MCCORT DYSPLASIA 1,,-2.3,8.7,4.5,30304,62,168,3,1.8,1,860|1462|3516,RUNX2|VCAN|RBPJ,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C4321477,M0000001,1,0,DisGeNET,35,Sickle Cell-SS Disease,,-2.3,8.7,4.5,30304,62,168,3,1.8,1,2113|4602|4810,ETS1|MYB|NHS,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C4721411,M0000001,1,0,DisGeNET,35,Osteolysis,,-2.3,8.7,4.5,30304,62,168,3,1.8,1,3663|4854|5745,IRF5|NOTCH3|PTH1R,-1,0
1,0,0,0,0,0,1,-2.3,0,0,0,0,0,-2.1,C0264716,M1000001,2,0,DisGeNET,35,Chronic heart failure,,-2.3,8.7,4.5,30304,223,47,3,6.4,3.6,4988|51177|57817,OPRM1|PLEKHO1|HAMP,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0003962,M0000001,1,0,DisGeNET,35,Ascites,,-2.3,4.6,3.7,30304,198,168,5,3,1.3,3516|3663|6925|7450|54345,RBPJ|IRF5|TCF4|VWF|SOX18,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0278660,M0000001,1,0,DisGeNET,35,Adult Synovial Sarcoma,,-2.3,4.6,3.7,30304,198,168,5,3,1.3,2308|3479|6663|9734|131096,FOXO1|IGF1|SOX10|HDAC9|KCNH8,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,C0279982,M0000001,1,0,DisGeNET,35,Childhood Synovial Sarcoma,,-2.3,4.6,3.7,30304,198,168,5,3,1.3,2308|3479|6663|9734|131096,FOXO1|IGF1|SOX10|HDAC9|KCNH8,-1,0
