_MEMBER_att_D_AD_1 - 0.9-1.1,_MEMBER_att_D_AD_1 - 4.5-5.5,_MEMBER_att_D_AD_1 - 9.0-11.0,_LogP_att_D_AD_1 - 0.9-1.1,_LogP_att_D_AD_1 - 4.5-5.5,_LogP_att_D_AD_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,-6.7,0,0,GO:0045321,leukocyte activation,M100,1,0
1,0,0,-2.1,0,0,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,M100,1,0
0,1,0,0,-3.3,0,GO:0048339,paraxial mesoderm development,M010,1,0
1,0,0,-2.1,0,0,GO:0001889,liver development,M100,1,0
0,1,0,0,-2.2,0,GO:0001756,somitogenesis,M010,1,0
1,0,0,-2.4,0,0,hsa04014,Ras signaling pathway,M100,1,0
1,0,0,-3.2,0,0,GO:1900015,regulation of cytokine production involved in inflammatory response,M100,1,0
1,0,0,-2,0,0,GO:0014003,oligodendrocyte development,M100,1,0
1,0,0,-3.4,0,0,GO:0071378,cellular response to growth hormone stimulus,M100,1,0
1,0,0,-3.3,0,0,WP4754,IL 18 signaling pathway,M100,1,0
1,0,0,-4.1,0,0,M22,PID GMCSF PATHWAY,M100,1,0
1,0,0,-3.4,0,0,GO:0002223,stimulatory C-type lectin receptor signaling pathway,M100,1,0
1,0,0,-2.5,0,0,GO:0071394,cellular response to testosterone stimulus,M100,1,0
1,0,0,-2.9,0,0,M143,PID IL2 PI3K PATHWAY,M100,1,0
1,0,0,-2.7,0,0,WP2261,Glioblastoma signaling pathways,M100,1,0
1,0,0,-2.8,0,0,hsa05206,MicroRNAs in cancer,M100,1,0
1,0,0,-7.1,0,0,GO:0046649,lymphocyte activation,M100,1,0
0,1,0,0,-2.6,0,GO:0023061,signal release,M010,1,0
1,0,0,-2.1,0,0,GO:0046637,regulation of alpha-beta T cell differentiation,M100,1,0
0,1,0,0,-2.1,0,GO:0003279,cardiac septum development,M010,1,0
1,0,0,-2.2,0,0,GO:0062013,positive regulation of small molecule metabolic process,M100,1,0
1,0,0,-2.5,0,0,WP4562,Canonical NF kB pathway,M100,1,0
0,1,0,0,-3.3,0,GO:0061180,mammary gland epithelium development,M010,1,0
1,0,0,-2.4,0,0,GO:2000191,regulation of fatty acid transport,M100,1,0
1,0,0,-2.5,0,0,GO:0048708,astrocyte differentiation,M100,1,0
1,0,0,-2.8,0,0,GO:0048713,regulation of oligodendrocyte differentiation,M100,1,0
1,0,0,-4.3,0,0,WP710,DNA damage response only ATM dependent,M100,1,0
1,0,0,-2.7,0,0,M279,PID RB 1PATHWAY,M100,1,0
1,0,0,-2.9,0,0,WP299,Nuclear receptors in lipid metabolism and toxicity,M100,1,0
1,0,0,-2.9,0,0,hsa05208,Chemical carcinogenesis - reactive oxygen species,M100,1,0
1,0,0,-2.3,0,0,M70,PID PS1 PATHWAY,M100,1,0
1,0,0,-2,0,0,GO:0001961,positive regulation of cytokine-mediated signaling pathway,M100,1,0
1,0,0,-4.1,0,0,WP254,Apoptosis,M100,1,0
0,1,0,0,-3.5,0,GO:0003208,cardiac ventricle morphogenesis,M010,1,0
1,0,0,-3.7,0,0,hsa04668,TNF signaling pathway,M100,1,0
1,0,0,-2.1,0,0,WP4919,Neuroinflammation,M100,1,0
1,0,0,-4.2,0,0,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M100,1,0
1,0,0,-4.6,0,0,M92,PID ANGIOPOIETIN RECEPTOR PATHWAY,M100,1,0
1,0,0,-4.1,0,0,M278,PID RAC1 PATHWAY,M100,1,0
1,0,0,-2.5,0,0,WP3672,lncRNA mediated mechanisms of therapeutic resistance,M100,1,0
1,0,0,-2.1,0,0,GO:0021529,spinal cord oligodendrocyte cell differentiation,M100,1,0
1,0,0,-3,0,0,GO:0043587,tongue morphogenesis,M100,1,0
1,0,0,-2.1,0,0,CORUM:643,CtBP core complex,M100,1,0
1,0,0,-3.1,0,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M100,1,0
1,0,0,-4.8,0,0,WP5322,CKAP4 signaling pathway map,M100,1,0
1,0,0,-2.9,0,0,WP3658,Wnt beta catenin signaling pathway in leukemia,M100,1,0
1,0,0,-2.5,0,0,GO:0071773,cellular response to BMP stimulus,M100,1,0
1,0,0,-2.6,0,0,GO:0009620,response to fungus,M100,1,0
1,0,0,-3.4,0,0,GO:0042475,odontogenesis of dentin-containing tooth,M100,1,0
1,0,0,-2.5,0,0,R-HSA-9707616,Heme signaling,M100,1,0
1,0,0,-3.7,0,0,hsa04066,HIF-1 signaling pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0051145,smooth muscle cell differentiation,M010,1,0
1,0,0,-2.4,0,0,R-HSA-4641265,Repression of WNT target genes,M100,1,0
1,0,0,-2,0,0,GO:0070828,heterochromatin organization,M100,1,0
1,0,0,-3,0,0,hsa04926,Relaxin signaling pathway,M100,1,0
1,0,0,-3,0,0,GO:0002634,regulation of germinal center formation,M100,1,0
1,0,0,-2.1,0,0,GO:0016444,somatic cell DNA recombination,M100,1,0
0,1,0,0,-2.5,0,GO:0010634,positive regulation of epithelial cell migration,M010,1,0
1,0,0,-3,0,0,hsa04137,Mitophagy - animal,M100,1,0
0,1,0,0,-4.4,0,GO:0060986,endocrine hormone secretion,M010,1,0
1,0,0,-2.6,0,0,WP5063,FOXP3 in COVID 19,M100,1,0
0,1,0,0,-3.3,0,GO:0031669,cellular response to nutrient levels,M010,1,0
0,1,0,0,-2.3,0,GO:0072164,mesonephric tubule development,M010,1,0
1,0,0,-2.2,0,0,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,M100,1,0
1,0,0,-3.4,0,0,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,M100,1,0
1,0,0,-3.4,0,0,GO:0002695,negative regulation of leukocyte activation,M100,1,0
1,0,0,-2.4,0,0,GO:0050853,B cell receptor signaling pathway,M100,1,0
1,0,0,-5.3,0,0,GO:0032675,regulation of interleukin-6 production,M100,1,0
1,0,0,-5.8,0,0,WP23,B cell receptor signaling pathway,M100,1,0
1,0,0,-2.3,0,0,hsa05142,Chagas disease,M100,1,0
1,0,0,-2.3,0,0,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,M100,1,0
1,0,0,-2.1,0,0,WP2036,TNF related weak inducer of apoptosis TWEAK signaling pathway,M100,1,0
1,0,0,-2.3,0,0,GO:0002286,T cell activation involved in immune response,M100,1,0
1,0,0,-2.3,0,0,GO:0060612,adipose tissue development,M100,1,0
1,0,0,-2.1,0,0,R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,M100,1,0
1,0,0,-3.3,0,0,R-HSA-1592230,Mitochondrial biogenesis,M100,1,0
1,0,0,-3.9,0,0,GO:0071354,cellular response to interleukin-6,M100,1,0
1,0,0,-3.5,0,0,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M100,1,0
1,0,0,-2.5,0,0,GO:0034224,cellular response to zinc ion starvation,M100,1,0
0,1,0,0,-2.4,0,GO:0033002,muscle cell proliferation,M010,1,0
1,0,0,-2.1,0,0,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,M100,1,0
1,0,0,-3.4,0,0,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,M100,1,0
1,0,0,-2.5,0,0,GO:0032655,regulation of interleukin-12 production,M100,1,0
1,0,0,-3.5,0,0,GO:0071322,cellular response to carbohydrate stimulus,M100,1,0
1,0,0,-3.3,0,0,GO:0007623,circadian rhythm,M100,1,0
1,0,0,-4,0,0,R-HSA-975871,MyD88 cascade initiated on plasma membrane,M100,1,0
1,0,0,-3.5,0,0,GO:0032755,positive regulation of interleukin-6 production,M100,1,0
1,0,0,-4.2,0,0,GO:0031349,positive regulation of defense response,M100,1,0
1,0,0,-3.3,0,0,GO:0002237,response to molecule of bacterial origin,M100,1,0
1,0,0,-3.2,0,0,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9607240,FLT3 Signaling,M100,1,0
1,0,0,-2.6,0,0,GO:0045088,regulation of innate immune response,M100,1,0
1,0,0,-3.5,0,0,GO:0032680,regulation of tumor necrosis factor production,M100,1,0
1,0,0,-3.6,0,0,WP3599,Transcription factor regulation in adipogenesis,M100,1,0
1,0,0,-3.8,0,0,WP3584,MECP2 and associated Rett syndrome,M100,1,0
1,0,0,-5.3,0,0,GO:0001775,cell activation,M100,1,0
1,0,0,-3.4,0,0,GO:0001779,natural killer cell differentiation,M100,1,0
0,1,0,0,-2.9,0,GO:0001707,mesoderm formation,M010,1,0
0,1,0,0,-3,0,WP4329,miRNA role in immune response in sepsis,M010,1,0
0,1,0,0,-2.2,0,GO:0003203,endocardial cushion morphogenesis,M010,1,0
1,0,0,-2.1,0,0,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,M100,1,0
1,0,0,-5,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M100,1,0
1,0,0,-2.6,0,0,GO:0007405,neuroblast proliferation,M100,1,0
1,0,0,-2.6,0,0,GO:0032656,regulation of interleukin-13 production,M100,1,0
1,0,0,-2.1,0,0,GO:0061196,fungiform papilla development,M100,1,0
1,0,0,-3.2,0,0,GO:0010721,negative regulation of cell development,M100,1,0
1,0,0,-3.1,0,0,GO:0090336,positive regulation of brown fat cell differentiation,M100,1,0
1,0,0,-3.5,0,0,GO:0009896,positive regulation of catabolic process,M100,1,0
1,0,0,-5.2,0,0,GO:0051090,regulation of DNA-binding transcription factor activity,M100,1,0
