_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,C1370889,M00000010000000,1,0,DisGeNET,35,"Liposarcoma, well differentiated",,-2.3,9,4.6,30304,54,188,3,1.6,0.91,3725|5925|10413,JUN|RB1|YAP1,-1.9,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,C1567435,M00000010000000,1,0,DisGeNET,35,Polycystic Kidney - body part,,-2.3,9,4.6,30304,54,188,3,1.6,0.91,2737|4853|169792,GLI3|NOTCH2|GLIS3,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0011608,M00000000000010,1,0,DisGeNET,35,Dermatitis Herpetiformis,,-2.3,8.9,4.6,30304,43,237,3,1.3,0.73,6646|7037|7052,SOAT1|TFRC|TGM2,-1.9,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,-2.1,0,0,C0221217,M00000000100100,2,0,DisGeNET,35,Neck webbing,,-2.3,9,4.6,30304,78,130,3,2.3,1.3,2313|5925|55636,FLI1|RB1|CHD7,-1.9,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,-2.3,0,0,0,0,0,C1868684,M00000001100000,2,0,DisGeNET,35,"EAR, PATELLA, SHORT STATURE SYNDROME",,-2.3,9,4.6,30304,78,130,3,2.3,1.3,5321|27185|64581,PLA2G4A|DISC1|CLEC7A,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0263498,M00000000000100,1,0,DisGeNET,35,Premature canities,,-2.3,8.9,4.6,30304,33,311,3,0.96,0.55,4254|6663|26191,KITLG|SOX10|PTPN22,-1.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C0024523,M10000000000000,1,0,DisGeNET,35,Malabsorption Syndrome,,-2.3,3.4,3.5,30304,239,259,7,2.7,1,958|1230|3663|4261|4688|8829|57817,CD40|CCR1|IRF5|CIITA|NCF2|NRP1|HAMP,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C4316903,M01000000000000,1,0,DisGeNET,35,Absence Seizures,,-2.3,4.6,3.8,30304,204,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-1.9,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-2.1,0,-2.1,0,0,-2.3,0,C0220656,M00000001010010,3,0,DisGeNET,35,Malignant ascites,,-2.3,5.9,4.1,30304,86,237,4,1.7,0.84,942|960|3709|7133,CD86|CD44|ITPR2|TNFRSF1B,-1.9,0
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,-2.3,-2.2,0,0,C4722419,M01000000001100,3,0,DisGeNET,35,Extrapulmonary Small Cell Carcinoma,,-2.3,3.9,3.6,30304,157,298,6,2,0.81,2308|5293|6935|7133|8202|9332,FOXO1|PIK3CD|ZEB1|TNFRSF1B|NCOA3|CD163,-1.9,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,C0017565,M10000100000000,2,0,DisGeNET,35,Gingival Hemorrhage,,-2.3,8.9,4.6,30304,50,205,3,1.5,0.84,2162|7704|64859,F13A1|ZBTB16|NABP1,-1.9,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,C0030186,M10000000001000,2,0,DisGeNET,35,Paget Disease Extramammary,,-2.3,5.9,4.1,30304,79,259,4,1.5,0.77,4360|5293|9332|10630,MRC1|PIK3CD|CD163|PDPN,-1.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C0086445,M10000000000000,1,0,DisGeNET,35,Idiopathic Membranous Glomerulonephritis,,-2.3,5.9,4.1,30304,79,259,4,1.5,0.77,718|2214|3119|6696,C3|FCGR3A|HLA-DQB1|SPP1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C1837084,M00000000000100,1,0,DisGeNET,35,Short metacarpal,,-2.3,5.9,4.1,30304,66,311,4,1.3,0.64,2260|5745|7227|22856,FGFR1|PTH1R|TRPS1|CHSY1,-1.9,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0042024,M10000000000100,2,0,DisGeNET,35,Urinary Incontinence,,-2.3,3.9,3.6,30304,151,311,6,1.9,0.78,2|5155|5159|9758|54796|170302,A2M|PDGFB|PDGFRB|FRMPD4|BNC2|ARX,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0013990,M00000000001000,1,0,DisGeNET,35,Pathological accumulation of air in tissues,,-2.3,5.9,4.1,30304,69,298,4,1.3,0.67,3123|4780|5580|6352,HLA-DRB1|NFE2L2|PRKCD|CCL5,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C1280433,M00000000000100,1,0,DisGeNET,35,Lipoatrophy,,-2.3,4.6,3.8,30304,106,311,5,1.6,0.71,2353|4306|5159|10060|63976,FOS|NR3C2|PDGFRB|ABCC9|PRDM16,-1.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C0751587,M10000000000000,1,0,DisGeNET,35,CADASIL Syndrome,,-2.3,8.8,4.6,30304,40,259,3,1.2,0.66,348|1436|4851,APOE|CSF1R|NOTCH1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0002962,M00000000000010,1,0,DisGeNET,35,Angina Pectoris,,-2.3,4.6,3.8,30304,139,237,5,2.1,0.93,3689|3949|5580|7133|26191,ITGB2|LDLR|PRKCD|TNFRSF1B|PTPN22,-1.9,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,C0023051,M00010000000000,1,0,DisGeNET,35,Laryngeal Diseases,,-2.3,8.8,4.6,30304,159,65,3,4.6,2.6,1634|2896|3091,DCN|GRN|HIF1A,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0078982,M00000000001000,1,0,DisGeNET,35,Arhinencephaly,,-2.3,8.7,4.6,30304,35,298,3,1,0.58,2737|6239|25939,GLI3|RREB1|SAMHD1,-1.9,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C1458140,M00000001000000,1,0,DisGeNET,35,Bleeding tendency,,-2.3,8.8,4.6,30304,71,146,3,2.1,1.2,2022|2313|7450,ENG|FLI1|VWF,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C3278923,M00000000000100,1,0,DisGeNET,35,Dilated ventricles (finding),,-2.3,2.5,3.2,30304,427,311,11,3.5,1,2260|2313|2353|4774|5155|5159|7227|23189|63976|170302|440193,FGFR1|FLI1|FOS|NFIA|PDGFB|PDGFRB|TRPS1|KANK1|PRDM16|ARX|CCDC88C,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0009363,M01000000000000,1,0,DisGeNET,35,Congenital ocular coloboma (disorder),,-2.3,5.9,4,30304,129,160,4,2.5,1.2,655|1545|4094|6664,BMP7|CYP1B1|MAF|SOX11,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0017612,M01000000000000,1,0,DisGeNET,35,"Glaucoma, Open-Angle",,-2.3,5.9,4,30304,129,160,4,2.5,1.2,1301|1545|23414|64778,COL11A1|CYP1B1|ZFPM2|FNDC3B,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0232939,M01000000000000,1,0,DisGeNET,35,Primary physiologic amenorrhea,,-2.3,5.9,4,30304,129,160,4,2.5,1.2,1630|6663|23414|81848,DCC|SOX10|ZFPM2|SPRY4,-1.9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,C0745744,M11000000000000,2,0,DisGeNET,35,End Stage Liver Disease,,-2.3,5.9,4,30304,80,259,4,1.5,0.77,3119|6750|7046|57817,HLA-DQB1|SST|TGFBR1|HAMP,-1.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C0751039,M10000000000000,1,0,DisGeNET,35,"Cockayne Syndrome, Type I",,-2.3,5.9,4,30304,80,259,4,1.5,0.77,348|1026|3162|10763,APOE|CDKN1A|HMOX1|NES,-1.9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,-2.1,0,0,0,0,0,0,0,C1862095,M01000010000000,2,0,DisGeNET,35,Bilateral single transverse palmar creases,,-2.3,8.7,4.6,30304,65,160,3,1.9,1.1,6664|7227|64093,SOX11|TRPS1|SMOC1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0239981,M00000000000100,1,0,DisGeNET,35,Hypoalbuminemia,,-2.3,4.6,3.7,30304,107,311,5,1.6,0.71,2|567|3459|6925|7133,A2M|B2M|IFNGR1|TCF4|TNFRSF1B,-1.9,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,-2.3,0,0,C0280217,M00000100000100,2,0,DisGeNET,35,"stage, non-small cell lung cancer",,-2.3,4.6,3.7,30304,107,311,5,1.6,0.71,238|1523|2260|3684|9595,ALK|CUX1|FGFR1|ITGAM|CYTIP,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C1333001,M00000000000100,1,0,DisGeNET,35,Childhood Renal Cell Carcinoma,,-2.3,4.6,3.7,30304,107,311,5,1.6,0.71,960|2321|3725|5159|6935,CD44|FLT1|JUN|PDGFRB|ZEB1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C1285498,M00000000000100,1,0,DisGeNET,35,Vegetation,,-2.3,5.8,4,30304,67,311,4,1.3,0.64,6663|6863|7450|387357,SOX10|TAC1|VWF|THEMIS,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0020224,M01000000000000,1,0,DisGeNET,35,Polyhydramnios,,-2.3,4.6,3.7,30304,208,160,5,3.1,1.4,429|3784|4853|5396|9780,ASCL1|KCNQ1|NOTCH2|PRRX1|PIEZO1,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0156344,M00000000001000,1,0,DisGeNET,35,Endometriosis of ovary,,-2.3,5.8,4,30304,70,298,4,1.3,0.67,864|3123|8202|9770,RUNX3|HLA-DRB1|NCOA3|RASSF2,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,-2,C0917799,M00000000001001,2,0,DisGeNET,35,Hypersomnia,,-2.3,5.8,4,30304,70,298,4,1.3,0.67,2697|3123|4862|6506,GJA1|HLA-DRB1|NPAS2|SLC1A2,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0038506,M00000000000100,1,0,DisGeNET,35,Stuttering,,-2.3,8.6,4.5,30304,34,311,3,0.96,0.55,182|9306|93986,JAG1|SOCS6|FOXP2,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0338437,M00000000000100,1,0,DisGeNET,35,Neurocysticercosis,,-2.3,8.6,4.5,30304,34,311,3,0.96,0.55,238|1508|6863,ALK|CTSB|TAC1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C2751260,M00000000000100,1,0,DisGeNET,35,Macrothrombocytopenia,,-2.3,8.6,4.5,30304,34,311,3,0.96,0.55,2313|7450|10611,FLI1|VWF|PDLIM5,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C4025252,M00000000000100,1,0,DisGeNET,35,Abnormal nasal morphology,,-2.3,8.6,4.5,30304,34,311,3,0.96,0.55,182|23414|54796,JAG1|ZFPM2|BNC2,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0002152,M00000000001000,1,0,DisGeNET,35,Alloxan Diabetes,,-2.3,4.5,3.7,30304,112,298,5,1.7,0.74,1374|1535|2180|5580|7132,CPT1A|CYBA|ACSL1|PRKCD|TNFRSF1A,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0038433,M00000000001000,1,0,DisGeNET,35,Streptozotocin Diabetes,,-2.3,4.5,3.7,30304,112,298,5,1.7,0.74,1374|1535|2180|5580|7132,CPT1A|CYBA|ACSL1|PRKCD|TNFRSF1A,-1.9,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,C1845977,M00001000000000,1,0,DisGeNET,35,X- linked recessive,,-2.3,8.7,4.5,30304,172,61,3,4.9,2.8,6872|170302|286410,TAF1|ARX|ATP11C,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0005893,M00000000000010,1,0,DisGeNET,35,Body mass index procedure,,-2.3,5.8,4,30304,88,237,4,1.7,0.84,3784|6721|22837|79026,KCNQ1|SREBF2|COBLL1|AHNAK,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0578022,M00000000000010,1,0,DisGeNET,35,Finding of body mass index,,-2.3,5.8,4,30304,88,237,4,1.7,0.84,3784|6721|22837|79026,KCNQ1|SREBF2|COBLL1|AHNAK,-1.9,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,-2.3,0,C0948379,M00000000010010,2,0,DisGeNET,35,Impaired insulin secretion,,-2.3,5.8,4,30304,88,237,4,1.7,0.84,3784|4780|6934|26191,KCNQ1|NFE2L2|TCF7L2|PTPN22,-1.9,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,C4275242,M00000001000000,1,0,DisGeNET,35,Sudden sensorineural hearing loss,,-2.3,8.6,4.5,30304,72,146,3,2.1,1.2,3106|5583|7133,HLA-B|PRKCH|TNFRSF1B,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0005944,M01000000000000,1,0,DisGeNET,35,Metabolic Bone Disorder,,-2.3,8.6,4.5,30304,66,160,3,1.9,1.1,3479|5293|23034,IGF1|PIK3CD|SAMD4A,-1.9,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,C0036205,M10000000001000,2,0,DisGeNET,35,"Sarcoidosis, Pulmonary",,-2.3,5.8,4,30304,81,259,4,1.5,0.77,1026|3119|5293|83666,CDKN1A|HLA-DQB1|PIK3CD|PARP9,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C3665419,M00000000000100,1,0,DisGeNET,35,intracranial glioma,,-2.3,4.5,3.7,30304,108,311,5,1.6,0.71,948|2152|2308|5293|23189,CD36|F3|FOXO1|PIK3CD|KANK1,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0001849,M00000000000010,1,0,DisGeNET,35,AIDS Dementia Complex,,-2.3,8.5,4.5,30304,45,237,3,1.3,0.73,4988|7852|100128590,OPRM1|CXCR4|SLC8A1-AS1,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2.3,0,C0162359,M00000000001010,2,0,DisGeNET,35,Christ-Siemens-Touraine syndrome,,-2.3,8.5,4.5,30304,45,237,3,1.3,0.73,7132|7852|51176,TNFRSF1A|CXCR4|LEF1,-1.9,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,C0006663,M00000100000000,1,0,DisGeNET,35,Calcinosis,,-2.3,8.5,4.5,30304,52,205,3,1.5,0.84,3606|4851|9450,IL18|NOTCH1|LY86,-1.9,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,C0008928,M00000100000000,1,0,DisGeNET,35,Cleidocranial Dysplasia,,-2.3,8.5,4.5,30304,52,205,3,1.5,0.84,861|1051|6261,RUNX1|CEBPB|RYR1,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,-2.2,0,0,C0342782,M00000000001100,2,0,DisGeNET,35,Depletion of mitochondrial DNA,,-2.3,8.5,4.5,30304,36,298,3,1,0.58,960|3091|5293,CD44|HIF1A|PIK3CD,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C3854434,M00000000001000,1,0,DisGeNET,35,Bone marrow infiltration,,-2.3,8.5,4.5,30304,36,298,3,1,0.58,604|7852|9332,BCL6|CXCR4|CD163,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0014121,M00000000000100,1,0,DisGeNET,35,Bacterial Endocarditis,,-2.3,5.7,4,30304,68,311,4,1.3,0.64,2152|7026|7096|7450,F3|NR2F2|TLR1|VWF,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,-2.1,C0221026,M00000000000101,2,0,DisGeNET,35,X-linked agammaglobulinemia,,-2.3,5.7,4,30304,68,311,4,1.3,0.64,3702|5293|5788|9308,ITK|PIK3CD|PTPRC|CD83,-1.9,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,-2.3,0,0,C0393734,M00000010000100,2,0,DisGeNET,35,Complex Partial Status Epilepticus,,-2.3,5.7,4,30304,68,311,4,1.3,0.64,2353|3725|3726|3727,FOS|JUN|JUNB|JUND,-1.9,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,-2.3,0,0,C0751524,M00000010000100,2,0,DisGeNET,35,Simple Partial Status Epilepticus,,-2.3,5.7,4,30304,68,311,4,1.3,0.64,2353|3725|3726|3727,FOS|JUN|JUNB|JUND,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C1402294,M00000000001000,1,0,DisGeNET,35,Primary Lesion,,-2.3,5.7,4,30304,71,298,4,1.3,0.67,960|6352|7852|27436,CD44|CCL5|CXCR4|EML4,-1.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C4049272,M00000000001000,1,0,DisGeNET,35,Tumour budding,,-2.3,5.7,4,30304,71,298,4,1.3,0.67,960|4360|6935|7852,CD44|MRC1|ZEB1|CXCR4,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0010417,M01000000000000,1,0,DisGeNET,35,Cryptorchidism,,-2.3,2.6,3.2,30304,725,160,10,6.2,1.9,286|1630|3784|4853|6663|6664|6925|23414|64093|81848,ANK1|DCC|KCNQ1|NOTCH2|SOX10|SOX11|TCF4|ZFPM2|SMOC1|SPRY4,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,C0346989,M00000000000001,1,0,DisGeNET,35,Secondary malignant neoplasm of peritoneum,,-2.3,8.5,4.5,30304,58,184,3,1.6,0.93,864|2321|3091,RUNX3|FLT1|HIF1A,-1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,C0852283,M00000000000001,1,0,DisGeNET,35,Respiratory Distress Syndrome,,-2.3,8.5,4.5,30304,58,184,3,1.6,0.93,3606|9402|137196,IL18|GRAP2|CCDC26,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C0494475,M01000000000000,1,0,DisGeNET,35,Tonic - clonic seizures,,-2.3,3.8,3.5,30304,300,160,6,3.8,1.5,1268|2572|2897|6750|6900|6925,CNR1|GAD2|GRIK1|SST|CNTN2|TCF4,-1.9,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,C0342384,M00000000100000,1,0,DisGeNET,35,Idiopathic hypogonadotropic hypogonadism,,-2.3,8.5,4.5,30304,82,130,3,2.3,1.3,864|55636|64805,RUNX3|CHD7|P2RY12,-1.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C3278509,M01000000000000,1,0,DisGeNET,35,Spinal fusion,,-2.3,8.5,4.5,30304,67,160,3,1.9,1.1,655|4810|5293,BMP7|NHS|PIK3CD,-1.8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,-2.1,0,0,0,0,0,0,0,C3496069,M01000010000000,2,0,DisGeNET,35,cocaine use,,-2.3,8.5,4.5,30304,67,160,3,1.9,1.1,2897|3784|22854,GRIK1|KCNQ1|NTNG1,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,C4024202,M01000000000000,1,0,DisGeNET,35,Reduced number of teeth,,-2.3,8.5,4.5,30304,67,160,3,1.9,1.1,1630|6663|81848,DCC|SOX10|SPRY4,-1.8,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,C0206659,M00000100000000,1,0,DisGeNET,35,Embryonal Carcinoma,,-2.3,4.5,3.7,30304,165,205,5,2.4,1.1,25|1316|2957|4851|7048,ABL1|KLF6|GTF2A1|NOTCH1|TGFBR2,-1.8,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,-2.2,0,0,C0280099,M00000000100100,2,0,DisGeNET,35,Adult Solid Neoplasm,,-2.3,5.7,4,30304,163,130,4,3.1,1.5,5243|5293|5788|7096,ABCB1|PIK3CD|PTPRC|TLR1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,-2.1,0,C0332853,M00000000000110,2,0,DisGeNET,35,Anastomosis,,-2.3,3.8,3.5,30304,155,311,6,1.9,0.78,864|2152|2260|2321|4306|7450,RUNX3|F3|FGFR1|FLT1|NR3C2|VWF,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0260037,M00000000000010,1,0,DisGeNET,35,Multiple tumors,,-2.3,4.5,3.7,30304,143,237,5,2.1,0.93,2078|4360|6239|10301|57162,ERG|MRC1|RREB1|DLEU1|PELI1,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,C0002171,M00000000001000,1,0,DisGeNET,35,Alopecia Areata,,-2.3,4.5,3.7,30304,114,298,5,1.7,0.74,3123|4780|4855|6646|51284,HLA-DRB1|NFE2L2|NOTCH4|SOAT1|TLR7,-1.8,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,-2.2,0,0,C0240310,M00000010000100,2,0,DisGeNET,35,Hypoplasia of the maxilla,,-2.3,5.7,4,30304,113,188,4,2.1,1.1,2261|9411|22856|64093,FGFR3|ARHGAP29|CHSY1|SMOC1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0039144,M00000000000100,1,0,DisGeNET,35,Syringomyelia,,-2.3,8.4,4.4,30304,35,311,3,0.96,0.55,4774|55553|346007,NFIA|SOX6|EYS,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0085635,M00000000000100,1,0,DisGeNET,35,Photopsia,,-2.3,8.4,4.4,30304,35,311,3,0.96,0.55,2078|3075|7450,ERG|CFH|VWF,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0266667,M00000000000100,1,0,DisGeNET,35,Cyclocephaly,,-2.3,8.4,4.4,30304,35,311,3,0.96,0.55,2260|5396|84976,FGFR1|PRRX1|DISP1,-1.8,0
