_MEMBER_att_D_SCZ_1 - 0.9-1.1,_MEMBER_att_D_SCZ_1 - 4.5-5.5,_MEMBER_att_D_SCZ_1 - 9.0-11.0,_LogP_att_D_SCZ_1 - 0.9-1.1,_LogP_att_D_SCZ_1 - 4.5-5.5,_LogP_att_D_SCZ_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,-6.5,0,0,GO:0002761,regulation of myeloid leukocyte differentiation,M100,1,0
1,0,0,-5.2,0,0,WP3945,TYROBP causal network in microglia,M100,1,0
1,0,0,-3,0,0,WP3995,Prion disease pathway,M100,1,0
1,0,0,-2.4,0,0,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",M100,1,0
1,0,0,-2.6,0,0,GO:0010616,negative regulation of cardiac muscle adaptation,M100,1,0
0,1,0,0,-2.1,0,GO:0072163,mesonephric epithelium development,M010,1,0
1,0,0,-3.2,0,0,GO:0048339,paraxial mesoderm development,M100,1,0
1,0,0,-5.1,0,0,hsa05134,Legionellosis,M100,1,0
1,0,0,-3.3,0,0,GO:1900015,regulation of cytokine production involved in inflammatory response,M100,1,0
1,0,0,-2.9,0,0,WP4754,IL 18 signaling pathway,M100,1,0
1,0,0,-2.1,0,0,M22,PID GMCSF PATHWAY,M100,1,0
0,1,0,0,-2.3,0,GO:0008015,blood circulation,M010,1,0
1,0,0,-7.5,0,0,GO:0051251,positive regulation of lymphocyte activation,M100,1,0
0,0,1,0,0,-2.4,GO:0043523,regulation of neuron apoptotic process,M001,1,0
1,0,0,-2.5,0,0,GO:0042770,signal transduction in response to DNA damage,M100,1,0
1,0,0,-2.1,0,0,GO:0010612,regulation of cardiac muscle adaptation,M100,1,0
1,0,0,-2.1,0,0,GO:0038094,Fc-gamma receptor signaling pathway,M100,1,0
1,0,0,-8.1,0,0,GO:0022409,positive regulation of cell-cell adhesion,M100,1,0
1,0,0,-4.1,0,0,GO:0002698,negative regulation of immune effector process,M100,1,0
1,0,0,-2.7,0,0,GO:0002715,regulation of natural killer cell mediated immunity,M100,1,0
1,0,0,-2.9,0,0,WP5293,Acute myeloid leukemia,M100,1,0
1,0,0,-2.3,0,0,GO:0001913,T cell mediated cytotoxicity,M100,1,0
1,0,0,-4.2,0,0,GO:0046638,positive regulation of alpha-beta T cell differentiation,M100,1,0
1,0,0,-2.9,0,0,GO:0062013,positive regulation of small molecule metabolic process,M100,1,0
1,0,0,-2.5,0,0,GO:0002483,antigen processing and presentation of endogenous peptide antigen,M100,1,0
1,0,0,-8.1,0,0,hsa05166,Human T-cell leukemia virus 1 infection,M100,1,0
1,0,0,-2.5,0,0,GO:0035116,embryonic hindlimb morphogenesis,M100,1,0
1,0,0,-2.6,0,0,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,M100,1,0
1,0,0,-2.4,0,0,GO:0060218,hematopoietic stem cell differentiation,M100,1,0
1,0,0,-2.3,0,0,GO:2000142,regulation of DNA-templated transcription initiation,M100,1,0
1,0,0,-2.1,0,0,GO:0070229,negative regulation of lymphocyte apoptotic process,M100,1,0
1,0,0,-3.3,0,0,GO:0002218,activation of innate immune response,M100,1,0
1,0,0,-2.2,0,0,GO:0060907,positive regulation of macrophage cytokine production,M100,1,0
1,0,0,-2.1,0,0,GO:0043087,regulation of GTPase activity,M100,1,0
1,0,0,-2.2,0,0,GO:0046885,regulation of hormone biosynthetic process,M100,1,0
1,0,0,-2.8,0,0,hsa04664,Fc epsilon RI signaling pathway,M100,1,0
1,0,0,-3.7,0,0,R-HSA-1592230,Mitochondrial biogenesis,M100,1,0
1,0,0,-3.1,0,0,GO:2000377,regulation of reactive oxygen species metabolic process,M100,1,0
0,1,0,0,-2.3,0,GO:0003208,cardiac ventricle morphogenesis,M010,1,0
1,0,0,-3,0,0,M44,PID HIF2PATHWAY,M100,1,0
1,0,0,-2.3,0,0,hsa04668,TNF signaling pathway,M100,1,0
1,0,0,-5.3,0,0,GO:0031341,regulation of cell killing,M100,1,0
1,0,0,-3.5,0,0,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M100,1,0
1,0,0,-2.6,0,0,WP3926,ApoE and miR 146 in inflammation and atherosclerosis,M100,1,0
1,0,0,-3,0,0,CORUM:5194,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",M100,1,0
1,0,0,-2.5,0,0,M92,PID ANGIOPOIETIN RECEPTOR PATHWAY,M100,1,0
1,0,0,-4.9,0,0,GO:0070482,response to oxygen levels,M100,1,0
1,0,0,-3.8,0,0,GO:0035239,tube morphogenesis,M100,1,0
1,0,0,-3.5,0,0,GO:0002767,immune response-inhibiting cell surface receptor signaling pathway,M100,1,0
1,0,0,-2.6,0,0,WP4269,Ethanol metabolism production of ROS by CYP2E1,M100,1,0
1,0,0,-2.7,0,0,GO:0009799,specification of symmetry,M100,1,0
1,0,0,-2.6,0,0,CORUM:643,CtBP core complex,M100,1,0
1,0,0,-3,0,0,GO:0060745,mammary gland branching involved in pregnancy,M100,1,0
1,0,0,-3.1,0,0,WP5322,CKAP4 signaling pathway map,M100,1,0
1,0,0,-4.9,0,0,GO:0002886,regulation of myeloid leukocyte mediated immunity,M100,1,0
1,0,0,-2.6,0,0,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M100,1,0
1,0,0,-2.6,0,0,GO:0071773,cellular response to BMP stimulus,M100,1,0
1,0,0,-2.7,0,0,GO:0009855,determination of bilateral symmetry,M100,1,0
1,0,0,-2.3,0,0,GO:0043388,positive regulation of DNA binding,M100,1,0
1,0,0,-2.3,0,0,GO:0071634,regulation of transforming growth factor beta production,M100,1,0
0,1,0,0,-2.4,0,GO:0008585,female gonad development,M010,1,0
1,0,0,-3.6,0,0,R-HSA-9707616,Heme signaling,M100,1,0
1,0,0,-3.1,0,0,GO:0001909,leukocyte mediated cytotoxicity,M100,1,0
1,0,0,-3.9,0,0,GO:1901342,regulation of vasculature development,M100,1,0
1,0,0,-5,0,0,GO:0061180,mammary gland epithelium development,M100,1,0
1,0,0,-5.2,0,0,GO:0007623,circadian rhythm,M100,1,0
1,0,0,-4.2,0,0,R-HSA-975871,MyD88 cascade initiated on plasma membrane,M100,1,0
1,0,0,-3.1,0,0,GO:0032755,positive regulation of interleukin-6 production,M100,1,0
1,0,0,-2.4,0,0,GO:2000379,positive regulation of reactive oxygen species metabolic process,M100,1,0
1,0,0,-2.8,0,0,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,M100,1,0
1,0,0,-5.1,0,0,GO:0071383,cellular response to steroid hormone stimulus,M100,1,0
1,0,0,-3.3,0,0,GO:0007369,gastrulation,M100,1,0
1,0,0,-2.6,0,0,GO:0002707,negative regulation of lymphocyte mediated immunity,M100,1,0
1,0,0,-3.1,0,0,hsa04137,Mitophagy - animal,M100,1,0
1,0,0,-2.4,0,0,GO:0031669,cellular response to nutrient levels,M100,1,0
1,0,0,-2,0,0,GO:0060324,face development,M100,1,0
0,1,0,0,-2.1,0,GO:0072164,mesonephric tubule development,M010,1,0
1,0,0,-3.2,0,0,GO:0046847,filopodium assembly,M100,1,0
1,0,0,-2.6,0,0,GO:0060485,mesenchyme development,M100,1,0
1,0,0,-3.2,0,0,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,M100,1,0
1,0,0,-2.6,0,0,GO:2000977,regulation of forebrain neuron differentiation,M100,1,0
1,0,0,-2.2,0,0,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,M100,1,0
1,0,0,-4,0,0,GO:0032642,regulation of chemokine production,M100,1,0
1,0,0,-3.9,0,0,GO:0002695,negative regulation of leukocyte activation,M100,1,0
1,0,0,-2.1,0,0,CORUM:5193,"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",M100,1,0
1,0,0,-3,0,0,GO:0042269,regulation of natural killer cell mediated cytotoxicity,M100,1,0
1,0,0,-2,0,0,GO:0050853,B cell receptor signaling pathway,M100,1,0
1,0,0,-5,0,0,GO:0032675,regulation of interleukin-6 production,M100,1,0
1,0,0,-2.9,0,0,GO:0006338,chromatin remodeling,M100,1,0
1,0,0,-2.1,0,0,GO:0002716,negative regulation of natural killer cell mediated immunity,M100,1,0
1,0,0,-9.1,0,0,WP23,B cell receptor signaling pathway,M100,1,0
1,0,0,-2.1,0,0,hsa05142,Chagas disease,M100,1,0
1,0,0,-2.1,0,0,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M100,1,0
1,0,0,-2.6,0,0,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M100,1,0
1,0,0,-2.3,0,0,GO:0060612,adipose tissue development,M100,1,0
1,0,0,-2.4,0,0,GO:0062009,secondary palate development,M100,1,0
1,0,0,-2.8,0,0,GO:0016444,somatic cell DNA recombination,M100,1,0
1,0,0,-2.2,0,0,GO:0048608,reproductive structure development,M100,1,0
1,0,0,-3.2,0,0,M65,PID FRA PATHWAY,M100,1,0
1,0,0,-2.9,0,0,GO:0061371,determination of heart left/right asymmetry,M100,1,0
1,0,0,-5,0,0,GO:0031349,positive regulation of defense response,M100,1,0
1,0,0,-2.1,0,0,GO:0050672,negative regulation of lymphocyte proliferation,M100,1,0
1,0,0,-4.6,0,0,GO:0032722,positive regulation of chemokine production,M100,1,0
1,0,0,-3.9,0,0,GO:0002237,response to molecule of bacterial origin,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9607240,FLT3 Signaling,M100,1,0
1,0,0,-2.1,0,0,GO:0030857,negative regulation of epithelial cell differentiation,M100,1,0
1,0,0,-5.7,0,0,GO:0045088,regulation of innate immune response,M100,1,0
1,0,0,-3.3,0,0,GO:0032680,regulation of tumor necrosis factor production,M100,1,0
1,0,0,-5.8,0,0,WP3599,Transcription factor regulation in adipogenesis,M100,1,0
1,0,0,-2.2,0,0,hsa04152,AMPK signaling pathway,M100,1,0
1,0,0,-2,0,0,GO:0051851,modulation by host of symbiont process,M100,1,0
1,0,0,-3.5,0,0,CORUM:41,Mi-2/NuRD-MTA3 complex,M100,1,0
0,1,0,0,-2.6,0,GO:0001707,mesoderm formation,M010,1,0
1,0,0,-2.3,0,0,GO:1900016,negative regulation of cytokine production involved in inflammatory response,M100,1,0
1,0,0,-2.7,0,0,GO:0071347,cellular response to interleukin-1,M100,1,0
1,0,0,-2,0,0,M101,PID HDAC CLASSI PATHWAY,M100,1,0
1,0,0,-2.1,0,0,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),M100,1,0
1,0,0,-2.8,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M100,1,0
1,0,0,-2.2,0,0,GO:0007405,neuroblast proliferation,M100,1,0
1,0,0,-3.4,0,0,GO:0032656,regulation of interleukin-13 production,M100,1,0
1,0,0,-7.4,0,0,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M100,1,0
1,0,0,-2.1,0,0,GO:0032655,regulation of interleukin-12 production,M100,1,0
1,0,0,-4,0,0,GO:0090009,primitive streak formation,M100,1,0
1,0,0,-2.5,0,0,GO:0002821,positive regulation of adaptive immune response,M100,1,0
1,0,0,-3.8,0,0,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,M100,1,0
1,0,0,-3.4,0,0,GO:0019883,antigen processing and presentation of endogenous antigen,M100,1,0
1,0,0,-5,0,0,GO:0051090,regulation of DNA-binding transcription factor activity,M100,1,0
