_MEMBER_AD.Micro,_MEMBER_AD.OPC,_MEMBER_AD.Oligo,_MEMBER_Control.Micro,_MEMBER_Control.Oligo,_LogP_AD.Micro,_LogP_AD.OPC,_LogP_AD.Oligo,_LogP_Control.Micro,_LogP_Control.Oligo,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,1,0,0,0,0,-2.5,0,0,C0032273,M00100,1,0,DisGeNET,35,Pneumoconiosis,,-2.5,10,5,30304,33,274,3,1.1,0.63,1524|3606|7182,CX3CR1|IL18|NR2C2,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0080024,M00100,1,0,DisGeNET,35,Piebaldism,,-2.5,10,5,30304,33,274,3,1.1,0.63,4286|4780|137196,MITF|NFE2L2|CCDC26,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0154575,M00100,1,0,DisGeNET,35,Rumination Disorders,,-2.5,10,5,30304,33,274,3,1.1,0.63,2289|25902|115207,FKBP5|MTHFD1L|KCTD12,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C3275069,M00100,1,0,DisGeNET,35,Chronic Total Occlusion Vessel,,-2.5,10,5,30304,33,274,3,1.1,0.63,3689|6696|64805,ITGB2|SPP1|P2RY12,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0015625,M00100,1,0,DisGeNET,35,Fanconi Anemia,,-2.5,2.8,3.5,30304,393,274,10,3.6,1.1,571|1508|4261|5209|5925|6696|10019|10257|55824|83478,BACH1|CTSB|CIITA|PFKFB3|RB1|SPP1|SH2B3|ABCC4|PAG1|ARHGAP24,-1.2,0
1,0,0,0,0,-2.5,0,0,0,0,C0010606,M10000,1,0,DisGeNET,35,Adenoid Cystic Carcinoma,,-2.5,10,5,30304,325,28,3,11,5.8,864|960|4603,RUNX3|CD44|MYBL1,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0860603,M00100,1,0,DisGeNET,35,Anxiety symptoms,,-2.5,5,4,30304,110,274,5,1.8,0.81,2289|3606|6886|7903|120892,FKBP5|IL18|TAL1|ST8SIA4|LRRK2,-1.2,0
0,0,0,0,1,0,0,0,0,-2.5,C0013362,M00001,1,0,DisGeNET,35,Dysarthria,,-2.5,9.8,4.9,30304,487,19,3,16,8.4,5621|6663|79152,PRNP|SOX10|FA2H,-1.2,0
0,0,1,1,0,0,0,-2.5,-2,0,C0151908,M00110,2,0,DisGeNET,35,Dry skin,,-2.5,4.2,3.8,30304,159,274,6,2.2,0.88,4286|6774|7133|8942|25939|55636,MITF|STAT3|TNFRSF1B|KYNU|SAMHD1|CHD7,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0940937,M00100,1,0,DisGeNET,35,precancerous lesions,,-2.5,3.3,3.6,30304,270,274,8,2.9,1,942|3459|3606|4780|5052|5925|6774|27044,CD86|IFNGR1|IL18|NFE2L2|PRDX1|RB1|STAT3|SND1,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C1865866,M00100,1,0,DisGeNET,35,Congenital sensorineural hearing loss,,-2.5,6.5,4.3,30304,68,274,4,1.5,0.72,3784|4286|8942|55636,KCNQ1|MITF|KYNU|CHD7,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0012236,M00100,1,0,DisGeNET,35,DiGeorge Syndrome,,-2.5,5,4,30304,111,274,5,1.8,0.81,1326|6239|7048|55636|120892,MAP3K8|RREB1|TGFBR2|CHD7|LRRK2,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0242231,M00100,1,0,DisGeNET,35,Coronary Stenosis,,-2.5,5,4,30304,111,274,5,1.8,0.81,1326|3689|5552|7097|7456,MAP3K8|ITGB2|SRGN|TLR2|WIPF1,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0272286,M00100,1,0,DisGeNET,35,Thrombocytopenia due to platelet alloimmunization,,-2.5,5,4,30304,111,274,5,1.8,0.81,942|3566|3606|6850|7038,CD86|IL4R|IL18|SYK|TG,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C1970943,M00100,1,0,DisGeNET,35,MAJOR AFFECTIVE DISORDER 4,,-2.5,4.1,3.8,30304,160,274,6,2.2,0.88,2313|5305|5321|6239|27185|80896,FLI1|PIP4K2A|PLA2G4A|RREB1|DISC1|NPL,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C1970945,M00100,1,0,DisGeNET,35,MAJOR AFFECTIVE DISORDER 6,,-2.5,4.1,3.8,30304,160,274,6,2.2,0.88,2313|5305|5321|6239|27185|80896,FLI1|PIP4K2A|PLA2G4A|RREB1|DISC1|NPL,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0016529,M00100,1,0,DisGeNET,35,Forced expiratory volume function,,-2.5,3.3,3.6,30304,272,274,8,2.9,1,3687|8935|10301|55790|79987|81619|137196|255426,ITGAX|SKAP2|DLEU1|CSGALNACT1|SVEP1|TSPAN14|CCDC26|RASGEF1C,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C0152171,M00100,1,0,DisGeNET,35,Idiopathic pulmonary hypertension,,-2.5,4.1,3.8,30304,161,274,6,2.2,0.88,240|953|5140|6546|6696|7048,ALOX5|ENTPD1|PDE3B|SLC8A1|SPP1|TGFBR2,-1.2,0
0,0,1,0,0,0,0,-2.5,0,0,C1852197,M00100,1,0,DisGeNET,35,MAJOR AFFECTIVE DISORDER 1,,-2.5,4.1,3.8,30304,161,274,6,2.2,0.88,2313|5305|5321|6239|27185|80896,FLI1|PIP4K2A|PLA2G4A|RREB1|DISC1|NPL,-1.2,0
0,0,0,1,0,0,0,0,-2.4,0,C0032227,M00010,1,0,DisGeNET,35,Pleural effusion disorder,,-2.4,6.4,4.3,30304,227,83,4,4.8,2.4,3059|7038|7133|27436,HCLS1|TG|TNFRSF1B|EML4,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0268390,M00100,1,0,DisGeNET,35,Muckle-Wells Syndrome,,-2.4,9.8,4.9,30304,34,274,3,1.1,0.63,3606|5336|9839,IL18|PLCG2|ZEB2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0685891,M00100,1,0,DisGeNET,35,Congenital hypoplasia of thymus,,-2.4,9.8,4.9,30304,34,274,3,1.1,0.63,6239|7456|57217,RREB1|WIPF1|TTC7A,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0856747,M00100,1,0,DisGeNET,35,Aneurysm of ascending aorta,,-2.4,9.8,4.9,30304,34,274,3,1.1,0.63,6696|7046|7048,SPP1|TGFBR1|TGFBR2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0017086,M00100,1,0,DisGeNET,35,Gangrene,,-2.4,6.4,4.3,30304,69,274,4,1.5,0.72,3115|3428|6774|7133,HLA-DPB1|IFI16|STAT3|TNFRSF1B,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C1266044,M00100,1,0,DisGeNET,35,Collecting Duct Carcinoma of the Kidney,,-2.4,4.1,3.8,30304,162,274,6,2.2,0.88,240|1508|3566|4286|11214|120892,ALOX5|CTSB|IL4R|MITF|AKAP13|LRRK2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0026010,M00100,1,0,DisGeNET,35,Microphthalmos,,-2.4,3,3.5,30304,336,274,9,3.3,1.1,395|3516|4211|4286|5925|6239|9839|22797|55636,ARHGAP6|RBPJ|MEIS1|MITF|RB1|RREB1|ZEB2|TFEC|CHD7,-1.2,0
1,0,1,0,0,-2.4,0,-2.4,0,0,C0020557,M10100,2,0,DisGeNET,35,Hypertriglyceridemia,,-2.4,9.5,4.8,30304,340,28,3,11,5.8,960|969|23224,CD44|CD69|SYNE2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0023364,M00100,1,0,DisGeNET,35,Leptospirosis,,-2.4,6.3,4.3,30304,70,274,4,1.5,0.72,3606|3684|7096|7097,IL18|ITGAM|TLR1|TLR2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0022680,M00100,1,0,DisGeNET,35,Polycystic Kidney Diseases,,-2.4,3.2,3.5,30304,276,274,8,2.9,1,240|1508|2353|3606|5321|6239|6696|6774,ALOX5|CTSB|FOS|IL18|PLA2G4A|RREB1|SPP1|STAT3,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0018681,M00100,1,0,DisGeNET,35,Headache,,-2.4,2.9,3.4,30304,338,274,9,3.3,1.1,1524|2313|3115|6696|6886|8942|10019|25939|27044,CX3CR1|FLI1|HLA-DPB1|SPP1|TAL1|KYNU|SH2B3|SAMHD1|SND1,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0555971,M00100,1,0,DisGeNET,35,Oral infection,,-2.4,9.5,4.8,30304,35,274,3,1.1,0.63,6556|6688|7097,SLC11A1|SPI1|TLR2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C3831784,M00100,1,0,DisGeNET,35,Acute monocytic/monoblastic leukemia,,-2.4,9.5,4.8,30304,35,274,3,1.1,0.63,1436|3109|55824,CSF1R|HLA-DMB|PAG1,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0282687,M00100,1,0,DisGeNET,35,"Hemorrhagic Fever, Ebola",,-2.4,4,3.7,30304,164,274,6,2.2,0.88,2353|3606|54504|57162|57817|84976,FOS|IL18|CPVL|PELI1|HAMP|DISP1,-1.2,0
0,0,0,1,0,0,0,0,-2.4,0,C4551472,M00010,1,0,DisGeNET,35,Hypertrophic obstructive cardiomyopathy,,-2.4,6.3,4.2,30304,233,83,4,4.8,2.4,3784|5293|5468|5583,KCNQ1|PIK3CD|PPARG|PRKCH,-1.2,0
0,1,0,0,0,0,-2.4,0,0,0,C0027092,M01000,1,0,DisGeNET,35,Myopia,,-2.4,6.2,4.2,30304,490,40,4,10,4.7,1297|1301|1462|79698,COL9A1|COL11A1|VCAN|ZMAT4,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0577631,M00100,1,0,DisGeNET,35,Carotid Atherosclerosis,,-2.4,3.5,3.6,30304,219,274,7,2.6,0.95,240|558|1524|3606|3689|6696|7097,ALOX5|AXL|CX3CR1|IL18|ITGB2|SPP1|TLR2,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0598894,M00100,1,0,DisGeNET,35,Monocytic leukemia,,-2.4,6.2,4.2,30304,71,274,4,1.5,0.72,1436|2353|3109|55824,CSF1R|FOS|HLA-DMB|PAG1,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C3888391,M00100,1,0,DisGeNET,35,Nonnuclear polymorphic congenital cataract,,-2.4,6.2,4.2,30304,71,274,4,1.5,0.72,5925|6696|6774|7046,RB1|SPP1|STAT3|TGFBR1,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0003486,M00100,1,0,DisGeNET,35,Aortic Aneurysm,,-2.4,3.2,3.5,30304,278,274,8,2.9,1,240|5996|6696|6774|7046|7048|25939|93663,ALOX5|RGS1|SPP1|STAT3|TGFBR1|TGFBR2|SAMHD1|ARHGAP18,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C0242584,M00100,1,0,DisGeNET,35,Autoimmune thrombocytopenia,,-2.4,4.8,3.9,30304,115,274,5,1.8,0.81,942|3566|3606|6850|7038,CD86|IL4R|IL18|SYK|TG,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C1963943,M00100,1,0,DisGeNET,35,Atherothrombosis,,-2.4,4.8,3.9,30304,115,274,5,1.8,0.81,3606|3689|6696|7097|64805,IL18|ITGB2|SPP1|TLR2|P2RY12,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C2677123,M00100,1,0,DisGeNET,35,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 3",,-2.4,4,3.7,30304,165,274,6,2.2,0.88,1902|2120|2289|10019|64759|83857,LPAR1|ETV6|FKBP5|SH2B3|TNS3|TMTC1,-1.2,0
1,0,1,0,0,-2,0,-2.4,0,0,C0007113,M10100,2,0,DisGeNET,35,Rectal Carcinoma,,-2.4,2.6,3.3,30304,472,274,11,4,1.2,2353|3394|3459|3660|4481|5052|5321|6774|7097|7133|10257,FOS|IRF8|IFNGR1|IRF2|MSR1|PRDX1|PLA2G4A|STAT3|TLR2|TNFRSF1B|ABCC4,-1.2,0
0,0,1,1,0,0,0,-2.2,-2.4,0,C2347748,M00110,2,0,DisGeNET,35,Adult Erythroleukemia,,-2.4,6.2,4.2,30304,236,83,4,4.8,2.4,695|3718|5293|5468,BTK|JAK3|PIK3CD|PPARG,-1.2,0
0,0,1,0,0,0,0,-2.4,0,0,C1837315,M00100,1,0,DisGeNET,35,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 1",,-2.4,4,3.7,30304,166,274,6,2.2,0.88,1902|2120|2289|10019|64759|83857,LPAR1|ETV6|FKBP5|SH2B3|TNS3|TMTC1,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C2675481,M00100,1,0,DisGeNET,35,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 10",,-2.4,4,3.7,30304,166,274,6,2.2,0.88,1902|2120|2289|10019|64759|83857,LPAR1|ETV6|FKBP5|SH2B3|TNS3|TMTC1,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C3554460,M00100,1,0,DisGeNET,35,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 12",,-2.4,4,3.7,30304,166,274,6,2.2,0.88,1902|2120|2289|10019|64759|83857,LPAR1|ETV6|FKBP5|SH2B3|TNS3|TMTC1,-1.1,0
0,0,0,1,0,0,0,0,-2.4,0,C0014378,M00010,1,0,DisGeNET,35,Enterovirus Infections,,-2.4,6.2,4.2,30304,237,83,4,4.8,2.4,5293|6239|29760|56829,PIK3CD|RREB1|BLNK|ZC3HAV1,-1.1,0
0,0,1,1,0,0,0,-2.2,-2.4,0,C4520840,M00110,2,0,DisGeNET,35,Erythroleukemia (Erythroid/Myeloid),,-2.4,6.2,4.2,30304,237,83,4,4.8,2.4,695|3718|5293|5468,BTK|JAK3|PIK3CD|PPARG,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0151313,M00100,1,0,DisGeNET,35,Sensory neuropathy,,-2.4,4.8,3.9,30304,116,274,5,1.8,0.81,467|1524|3115|25939|121512,ATF3|CX3CR1|HLA-DPB1|SAMHD1|FGD4,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0205644,M00100,1,0,DisGeNET,35,"Carcinoma, Granular Cell",,-2.4,4.8,3.9,30304,116,274,5,1.8,0.81,240|3784|6696|6774|8202,ALOX5|KCNQ1|SPP1|STAT3|NCOA3,-1.1,0
0,0,0,0,1,0,0,0,0,-2.4,C0040822,M00001,1,0,DisGeNET,35,Tremor,,-2.4,9.1,4.7,30304,528,19,3,16,8.4,2670|5621|6663,GFAP|PRNP|SOX10,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C4275242,M00100,1,0,DisGeNET,35,Sudden sensorineural hearing loss,,-2.4,6.1,4.2,30304,72,274,4,1.5,0.72,718|5583|7097|7133,C3|PRKCH|TLR2|TNFRSF1B,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0020455,M00100,1,0,DisGeNET,35,Hypergammaglobulinemia,,-2.4,9.2,4.7,30304,36,274,3,1.1,0.63,3459|6774|57217,IFNGR1|STAT3|TTC7A,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0151632,M00100,1,0,DisGeNET,35,ESR raised,,-2.4,9.2,4.7,30304,36,274,3,1.1,0.63,3115|3459|6696,HLA-DPB1|IFNGR1|SPP1,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C1268935,M00100,1,0,DisGeNET,35,Congenital Thrombotic Thrombocytopenic Purpura,,-2.4,9.2,4.7,30304,36,274,3,1.1,0.63,2972|6774|64759,BRF1|STAT3|TNS3,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C1840264,M00100,1,0,DisGeNET,35,IMMUNE SUPPRESSION,,-2.4,3.5,3.6,30304,222,274,7,2.6,0.95,558|3660|3684|6774|7097|7133|8832,AXL|IRF2|ITGAM|STAT3|TLR2|TNFRSF1B|CD84,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0020541,M00100,1,0,DisGeNET,35,Portal Hypertension,,-2.4,4,3.7,30304,167,274,6,2.2,0.88,240|409|1524|3516|3606|6696,ALOX5|ARRB2|CX3CR1|RBPJ|IL18|SPP1,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0017668,M00100,1,0,DisGeNET,35,Focal glomerulosclerosis,,-2.4,3.1,3.5,30304,281,274,8,2.9,1,3606|4643|4780|5788|6696|7048|7097|83478,IL18|MYO1E|NFE2L2|PTPRC|SPP1|TGFBR2|TLR2|ARHGAP24,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0206686,M00100,1,0,DisGeNET,35,Adrenocortical carcinoma,,-2.4,3.1,3.5,30304,281,274,8,2.9,1,467|3566|3784|5925|6696|6774|7048|9839,ATF3|IL4R|KCNQ1|RB1|SPP1|STAT3|TGFBR2|ZEB2,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0024291,M00100,1,0,DisGeNET,35,"Lymphohistiocytosis, Hemophagocytic",,-2.4,4.7,3.9,30304,117,274,5,1.8,0.81,1508|3459|3606|5629|5788,CTSB|IFNGR1|IL18|PROX1|PTPRC,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0042487,M00100,1,0,DisGeNET,35,Venous Thrombosis,,-2.4,4.7,3.9,30304,117,274,5,1.8,0.81,3115|3606|6688|10019|64805,HLA-DPB1|IL18|SPI1|SH2B3|P2RY12,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0205643,M00100,1,0,DisGeNET,35,"Carcinoma, Cribriform",,-2.4,4.7,3.9,30304,117,274,5,1.8,0.81,240|3784|6696|6774|8202,ALOX5|KCNQ1|SPP1|STAT3|NCOA3,-1.1,0
0,0,1,1,0,0,0,-2.3,-2.4,0,C0279583,M00110,2,0,DisGeNET,35,Childhood T Acute Lymphoblastic Leukemia,,-2.4,9.2,4.7,30304,119,83,3,3.6,2,896|3718|5293,CCND3|JAK3|PIK3CD,-1.1,0
1,0,0,0,0,-2.4,0,0,0,0,C0041956,M10000,1,0,DisGeNET,35,Ureteral obstruction,,-2.4,9,4.7,30304,359,28,3,11,5.8,960|6352|6778,CD44|CCL5|STAT6,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C1306837,M00100,1,0,DisGeNET,35,Papillary Renal Cell Carcinoma,,-2.4,3.5,3.5,30304,223,274,7,2.6,0.95,240|1508|3566|4286|4780|11214|120892,ALOX5|CTSB|IL4R|MITF|NFE2L2|AKAP13|LRRK2,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0153252,M00100,1,0,DisGeNET,35,Systemic candidiasis,,-2.4,6.1,4.1,30304,73,274,4,1.5,0.72,1075|1524|7097|64581,CTSC|CX3CR1|TLR2|CLEC7A,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C1334953,M00100,1,0,DisGeNET,35,Neuroblastic tumors,,-2.4,6.1,4.1,30304,73,274,4,1.5,0.72,3059|6696|7133|83478,HCLS1|SPP1|TNFRSF1B|ARHGAP24,-1.1,0
0,0,0,1,0,0,0,0,-2.4,0,C0007194,M00010,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-2.4,3.9,3.7,30304,559,83,6,7.2,2.8,3784|5293|5468|5583|6850|57162,KCNQ1|PIK3CD|PPARG|PRKCH|SYK|PELI1,-1.1,0
0,0,1,0,0,0,0,-2.4,0,0,C0018790,M00100,1,0,DisGeNET,35,Cardiac Arrest,,-2.4,2.7,3.3,30304,410,274,10,3.6,1.1,3566|3606|3784|4780|6319|6579|6774|7046|7048|9839,IL4R|IL18|KCNQ1|NFE2L2|SCD|SLCO1A2|STAT3|TGFBR1|TGFBR2|ZEB2,-1.1,0
0,0,0,1,0,0,0,0,-2.4,0,C0855095,M00010,1,0,DisGeNET,35,Small Lymphocytic Lymphoma,,-2.4,9.1,4.7,30304,120,83,3,3.6,2,695|5293|6239,BTK|PIK3CD|RREB1,-1.1,0
0,0,0,1,0,0,0,0,-2.4,0,C0392525,M00010,1,0,DisGeNET,35,Nephrolithiasis,,-2.4,6,4.1,30304,242,83,4,4.8,2.4,3784|5293|5468|7462,KCNQ1|PIK3CD|PPARG|LAT2,-1.1,0
1,0,0,0,0,-2.3,0,0,0,0,C0037286,M10000,1,0,DisGeNET,35,Skin Neoplasms,,-2.3,8.9,4.6,30304,363,28,3,11,5.8,558|864|960,AXL|RUNX3|CD44,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C1318485,M00100,1,0,DisGeNET,35,Liver regeneration disorder,,-2.3,2.9,3.4,30304,346,274,9,3.3,1.1,240|1436|4780|5336|5925|6696|6774|7046|79627,ALOX5|CSF1R|NFE2L2|PLCG2|RB1|SPP1|STAT3|TGFBR1|OGFRL1,-1.1,0
0,0,1,1,0,0,0,-2.3,-2.3,0,C0029443,M00110,2,0,DisGeNET,35,Osteomyelitis,,-2.3,9.1,4.7,30304,121,83,3,3.6,2,695|6850|29760,BTK|SYK|BLNK,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0018932,M00100,1,0,DisGeNET,35,Hematochezia,,-2.3,9,4.6,30304,37,274,3,1.1,0.63,3587|7456|57217,IL10RA|WIPF1|TTC7A,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0038160,M00100,1,0,DisGeNET,35,Staphylococcal Infections,,-2.3,9,4.6,30304,37,274,3,1.1,0.63,3606|6774|7097,IL18|STAT3|TLR2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0546884,M00100,1,0,DisGeNET,35,Hypovolemia,,-2.3,9,4.6,30304,37,274,3,1.1,0.63,6774|7046|7048,STAT3|TGFBR1|TGFBR2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0015300,M00100,1,0,DisGeNET,35,Exophthalmos,,-2.3,3.4,3.5,30304,225,274,7,2.6,0.95,2313|3115|3784|4784|6938|7046|7048,FLI1|HLA-DPB1|KCNQ1|NFIX|TCF12|TGFBR1|TGFBR2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0520679,M00100,1,0,DisGeNET,35,"Sleep Apnea, Obstructive",,-2.3,2.5,3.2,30304,480,274,11,4,1.2,240|718|1902|3606|4780|4784|6319|6774|7038|7097|57817,ALOX5|C3|LPAR1|IL18|NFE2L2|NFIX|SCD|STAT3|TG|TLR2|HAMP,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0037278,M00100,1,0,DisGeNET,35,"Skin Diseases, Infectious",,-2.3,6,4.1,30304,74,274,4,1.5,0.72,6774|7097|64759|81704,STAT3|TLR2|TNS3|DOCK8,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C1290886,M00100,1,0,DisGeNET,35,Chronic inflammatory disorder,,-2.3,6,4.1,30304,74,274,4,1.5,0.72,1524|3606|6774|57817,CX3CR1|IL18|STAT3|HAMP,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C1301937,M00100,1,0,DisGeNET,35,Talipes,,-2.3,6,4.1,30304,74,274,4,1.5,0.72,2313|3516|8942|55636,FLI1|RBPJ|KYNU|CHD7,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0016057,M00100,1,0,DisGeNET,35,Fibrosarcoma,,-2.3,2.7,3.3,30304,413,274,10,3.6,1.1,1436|2120|2313|2353|3059|3684|5052|7133|10135|79651,CSF1R|ETV6|FLI1|FOS|HCLS1|ITGAM|PRDX1|TNFRSF1B|NAMPT|RHBDF2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0007129,M00100,1,0,DisGeNET,35,Merkel cell carcinoma,,-2.3,3.4,3.5,30304,226,274,7,2.6,0.95,2313|5788|5925|6774|7096|7097|83478,FLI1|PTPRC|RB1|STAT3|TLR1|TLR2|ARHGAP24,-1.1,0
0,0,1,1,0,0,0,-2.3,-2.3,0,C0205641,M00110,2,0,DisGeNET,35,"Adenocarcinoma, Basal Cell",,-2.3,8.9,4.6,30304,123,83,3,3.6,2,3784|5293|5468,KCNQ1|PIK3CD|PPARG,-1.1,0
0,0,0,1,0,0,0,0,-2.3,0,C1836735,M00010,1,0,DisGeNET,35,hypopigmented skin patch,,-2.3,8.9,4.6,30304,123,83,3,3.6,2,695|6239|7133,BTK|RREB1|TNFRSF1B,-1.1,0
0,1,1,0,0,0,-2.3,-2.1,0,0,C0281361,M01100,2,0,DisGeNET,35,Adenocarcinoma of pancreas,,-2.3,5.9,4,30304,518,40,4,10,4.7,1301|4214|6935|9423,COL11A1|MAP3K1|ZEB1|NTN1,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0029458,M00100,1,0,DisGeNET,35,"Osteoporosis, Postmenopausal",,-2.3,3.9,3.6,30304,171,274,6,2.2,0.88,718|860|5336|5966|6696|57817,C3|RUNX2|PLCG2|REL|SPP1|HAMP,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C1279420,M00100,1,0,DisGeNET,35,Anxiety neurosis (finding),,-2.3,5.9,4.1,30304,75,274,4,1.5,0.72,2289|2353|7038|27185,FKBP5|FOS|TG|DISC1,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0012813,M00100,1,0,DisGeNET,35,Diverticulitis,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,3606|55843|64581,IL18|ARHGAP15|CLEC7A,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0042344,M00100,1,0,DisGeNET,35,Varicose Ulcer,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,467|677|7048,ATF3|ZFP36L1|TGFBR2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0221106,M00100,1,0,DisGeNET,35,Alkalemia,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,1508|6696|57817,CTSB|SPP1|HAMP,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0263454,M00100,1,0,DisGeNET,35,Chloracne,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,1524|3689|4780,CX3CR1|ITGB2|NFE2L2,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0276609,M00100,1,0,DisGeNET,35,Acute type B viral hepatitis,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,942|3428|3606,CD86|IFI16|IL18,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0279632,M00100,1,0,DisGeNET,35,Adult Acute Megakaryoblastic Leukemia,,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,1436|2120|3516,CSF1R|ETV6|RBPJ,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C2981142,M00100,1,0,DisGeNET,35,"Refractory anemia, without ringed sideroblasts, without excess blasts",,-2.3,8.7,4.6,30304,38,274,3,1.1,0.63,1436|5925|57817,CSF1R|RB1|HAMP,-1.1,0
0,0,1,0,0,0,0,-2.3,0,0,C0205734,M00100,1,0,DisGeNET,35,"Diabetes, Autoimmune",,-2.3,3.9,3.6,30304,172,274,6,2.2,0.88,3606|6556|6774|7097|10019|81704,IL18|SLC11A1|STAT3|TLR2|SH2B3|DOCK8,-1.1,0
0,0,0,1,0,0,0,0,-2.3,0,C0333463,M00010,1,0,DisGeNET,35,Senile Plaques,,-2.3,5.9,4,30304,249,83,4,4.8,2.4,4973|5293|6653|22861,OLR1|PIK3CD|SORL1|NLRP1,-1.1,0
